ano,links,nome,paragrafos_resgatados,texto_completo,indice
2012,https://www.correiodopovo.com.br/arteagenda/estreia-amanh%C3%A3-longa-filmado-no-rio-grande-do-sul-1.96734,esquizofrenia,"['Temas como esquizofrenia, psicose, perturbação mental, internamento, drogas, desesperança, paixão e solidão fazem parte do universo de ""Menos que Nada"". No elenco, nomes bem conhecidos do cinema brasileiro, como Felipe Kannenberg (de ""Olga""), Rosanne Mulholland (""Falsa Loura""), Branca Messina (""Não por Acaso""), Maria Manoella (""Mulher Invisível"") e Paulo Rodrigues (de ""3 Efes"").', 'Premiado no concurso para mídias digitais da Petrobras em 2010, a trama do longa-metragem gira ao redor de Dante (Felipe Kannenberg), que está internado num hospital psiquiátrico com diagnóstico de esquizofrenia. Ele não fala com ninguém, nem recebe visitas. A doutora Paula (Branca Messina), uma jovem psiquiatra, se interessa por Dante ao vê-lo surtar no pátio do hospital. Disposta a desvendar as relações sociais do seu paciente, a médica faz uma série de entrevistas com pessoas que conviviam com Dante antes do internamento e que contam sobre seu passado.']","['19/07/2012 | 8:40\n                    \n          \n          Atualizado\n                    9:33', 'Estreia neste sexta-feira o novo longa-metragem de Carlos Gerbase, ""Menos que Nada"". A produção é o primeiro lançamento no formato pela Prana Filmes, de Gerbase e Luciana Tomasi. O filme será apresentado em diversas plataformas, como cinema, Internet e DVD, como já havia sido feito com o filme anterior de Gerbase, ""3 Efes"" (2007).', 'Temas como esquizofrenia, psicose, perturbação mental, internamento, drogas, desesperança, paixão e solidão fazem parte do universo de ""Menos que Nada"". No elenco, nomes bem conhecidos do cinema brasileiro, como Felipe Kannenberg (de ""Olga""), Rosanne Mulholland (""Falsa Loura""), Branca Messina (""Não por Acaso""), Maria Manoella (""Mulher Invisível"") e Paulo Rodrigues (de ""3 Efes"").', 'Premiado no concurso para mídias digitais da Petrobras em 2010, a trama do longa-metragem gira ao redor de Dante (Felipe Kannenberg), que está internado num hospital psiquiátrico com diagnóstico de esquizofrenia. Ele não fala com ninguém, nem recebe visitas. A doutora Paula (Branca Messina), uma jovem psiquiatra, se interessa por Dante ao vê-lo surtar no pátio do hospital. Disposta a desvendar as relações sociais do seu paciente, a médica faz uma série de entrevistas com pessoas que conviviam com Dante antes do internamento e que contam sobre seu passado.', '""Menos que Nada"" foi inspirado pelo conto ""O Diário de Redegonda"", do médico e escritor austríaco Arhur Schnitzler (1862-1931). ""O filme pode ser definido como um drama psicológico, embora também tenha alguns traços de suspense e erotismo. Schnitzler era um arguto observador do comportamento humano - em suas glórias e em suas misérias - e a adaptação procurou manter esse caráter analítico da sociedade, que pode ser inferido a partir dos dramas individuais"", afirma o diretor. O roteiro aponta para uma representação realista que se aproxima do gênero documental, em especial quando a médica procura pessoas que participaram do passado do paciente e grava entrevistas com elas.', 'As filmagens aconteceram em dezembro de 2010 e janeiro de 2011, em Porto Alegre, no Sul do Rio Grande do Sul (praia do Cassino e proximidades do banhado do Taim) e Litoral Norte (Arroio do Sal e Araçá). Na capital gaúcha, se pode identificar nos cenários uma praça do bairro Moinhos de Vento, o Hospital Psiquiátrico São Pedro (que no filme chama-se São Tomás de Aquino) e parte do campus universitário e do museu da PUCRS.']",20
2012,https://www.correiodopovo.com.br/not%C3%ADcias/geral/apesar-de-avisos-popula%C3%A7%C3%A3o-%C3%A9-surpreendida-com-fechamento-da-farm%C3%A1cia-do-estado-1.94579,esquizofrenia,"['Outra que perdeu a viagem foi Ceres Candal, 78 anos, que não acreditou que as grades da farmácia estavam cerradas. A idosa disse que todo o dia 20 ela costuma buscar um medicamento para esquizofrenia. “É brincadeira. Saí de casa no frio”, protestou. Ela teme agora que falte o remédio se ela demorar muito a voltar ao local.']","['Apesar de avisos, população é surpreendida com fechamento da Farmácia do Estado', 'Apesar de avisos, população é surpreendida com fechamento da Farmácia do Estado', 'Atendimento foi suspenso para a realização de balanço e volta a funcionar quinta', '20/06/2012 | 13:15\n                    \n          \n          Atualizado\n                    14:28', 'Apesar de avisos, população é surpreendida com fechamento da Farmácia do Estado', 'Os avisos da Secretaria Estadual da Saúde de que a Farmácia do Estado estaria fechada para balanço nesta quarta-feira não foram suficientes. Dezenas de pessoas foram em busca de remédios no Centro de Porto Alegre nesta manhã e encontraram as portas fechadas. O atendimento externo esteve suspenso para a realização de um inventário do estoque de medicamentos e só volta a funcionar quinta, das 7h às 17h, sem fechar para o horário do almoço.', 'Enfrentando as baixas temperaturas registradas hoje, a diarista Cristiane Farias, 38 anos, perdeu uma manhã de trabalho para ir até a avenida Borges de Medeiros e pegar o remédio do filho de 9 anos. “Tirei o dia para vir aqui e agora a farmácia está fechada. Terei que retornar outro dia”, reclamou a mulher, que mora na zona Norte da cidade, e foi surpreendida por um bilhete na porta do local, avisando de que estava fechado.', 'Outra que perdeu a viagem foi Ceres Candal, 78 anos, que não acreditou que as grades da farmácia estavam cerradas. A idosa disse que todo o dia 20 ela costuma buscar um medicamento para esquizofrenia. “É brincadeira. Saí de casa no frio”, protestou. Ela teme agora que falte o remédio se ela demorar muito a voltar ao local.', 'A Secretaria Estadual da Saúde garantiu que ninguém será prejudicado e poderá buscar os medicamentos nesta quinta-feira. Segundo a Pasta, desde a semana passada havia avisos na farmácia indicando sobre o fechamento de hoje. Além disso, foi divulgado pela mídia e pelo site do Estado a realização do balanço.']",21
2012,https://www.correiodopovo.com.br/not%C3%ADcias/mundo/autor-de-massacre-na-noruega-%C3%A9-considerado-penalmente-respons%C3%A1vel-1.93835,esquizofrenia,"['A saúde mental de Breivik é um dos elementos chave do julgamento pela morte de 77 pessoas no dia 22 de julho de 2011, quando explodiu uma bomba perto da sede do governo em Oslo e depois disparou contra jovens que participavam de um acampamento na ilha de Utoya. No ano passado, dois psiquiatras julgaram que Breivik era psicótico e sofria de ""esquizofrenia paranóide"" e, portanto, era penalmente irresponsável.']","['11/06/2012 | 11:44\n                    \n          \n          Atualizado\n                    12:03', 'Anders Behring Breivik foi responspavel pela morte de 77 pessoas em julho de 2011', 'O extremista de direita Anders Behring Breivik está saudável o suficiente para ser considerado penalmente responsável pelos ataques que consternaram a Noruega no ano passado, afirmaram nesta segunda-feira especialistas médicos convocados a testemunhar pela defesa. O psicólogo Eirik Johannsen declarou que havia se reunido durante 26 horas com o acusado em detenção e disse estar ""completamente convencido"" de que Breivik não é psicótico. O especialista imputa seus pontos de vista pouco comuns ao seu extremismo político, e não a uma doença.', 'A saúde mental de Breivik é um dos elementos chave do julgamento pela morte de 77 pessoas no dia 22 de julho de 2011, quando explodiu uma bomba perto da sede do governo em Oslo e depois disparou contra jovens que participavam de um acampamento na ilha de Utoya. No ano passado, dois psiquiatras julgaram que Breivik era psicótico e sofria de ""esquizofrenia paranóide"" e, portanto, era penalmente irresponsável.', 'Mas uma nova perícia oficial realizada neste ano por outros dois especialistas concluiu que era responsável, após diagnosticar transtornos de personalidade - ""narcisista e associal"" - que não implicam uma psicose. Considerado responsável, Breivik é passível de uma pena de 21 anos de prisão, que pode ser prolongada se for considerado perigoso.', 'Brasil vive ""vácuo"" de profissionais capacitados para lidar com 5G e novas tecnologias']",22
2012,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/restos-mortais-de-v%C3%ADtimas-de-canibalismo-s%C3%A3o-enterrados-em-pe-1.89468,esquizofrenia,[],"['14/04/2012 | 16:46\n                    \n          \n          Atualizado\n                    16:48', 'Os restos mortais de Alexandra Falcão da Silva, 20 anos, e Giselly Helena da Silva, 31, mortas e esquartejadas – e que tiveram parte de suas carnes ingerida pelos assassinos – foram enterrados neste sábado, respectivamente em Palmeirina e Arcoverde, cidades do agreste pernambucano, onde tinham família.', 'Elas moravam em Garanhuns, a 228 quilômetros do Recife, também no agreste. Giselly desapareceu em 25 de fevereiro e Alexandra, em 12 de março. Seus corpos foram encontrados enterrados no quintal da casa dos suspeitos dos assassinatos e de canibalismo, naquela cidade: Jorge Beltrão Negromonte Silveira, 50 anos, sua mulher Isabel Cristina Pires, 50, e sua amante Bruna Cristina Oliveira da Silva, 25. Eles assumiram os crimes e disseram ter consumido porções da carne e da pele das vítimas como forma de purificação.Alexandra e Giselly foram atraídas pelo trio com oferta de emprego doméstico e bom salário.', 'Os corpos foram liberados pelo Instituto Médio Legal (IML), no Recife, por volta das 10h30min. Antes se seguir para o enterro em Arcoverde, o corpo de Giselly foi velado na igreja evangélica Assembleia de Deus, em Garanhuns, que ela frequentava há cerca de um ano, de acordo com o presbítero Dário Florêncio de Oliveira. ""Estamos todos chocados"", afirmou ele.', 'De acordo com a polícia, os suspeitos disseram que retiravam partes das coxas, nádegas, panturrilha e fígado e acondicionavam na geladeira. A carne retirada de cada corpo era suficiente para o consumo de três a cinco dias. Isabel também afirmou, no depoimento à polícia, que duas vezes, por falta de carne animal, usou a carne das vítimas para rechear empadas, que comercializava na cidade.', 'A seita Cartel, seguida pelos suspeitos, é anticapitalista e contra o crescimento populacional, disseram eles à polícia. Por isso suas vítimas são mulheres. Cada assassinato era tido como uma missão. A meta, de acordo com relato de Jorge Beltrão, era para realizar três ""missões"" por ano, informou o agente investigador José Júnior da Silva.', 'O caso veio a público depois que parentes de Giselly Helena da Silva denunciaram o seu desaparecimento. Os suspeitos foram localizados pela polícia porque usaram o cartão de crédito da vítima em lojas de Garanhuns e foram rastreados.']",23
2012,https://www.correiodopovo.com.br/not%C3%ADcias/mundo/psiquiatras-consideram-atirador-da-noruega-penalmente-respons%C3%A1vel-1.89130,esquizofrenia,"['A nova avaliação é contraditória com os resultados de um primeiro exame psiquiátrico oficial, que no ano passado concluiu que Breivik sofria de ""esquizofrenia"" e, portanto, deveria ser enviado a um hospital psiquiátrico e não para uma prisão.']","['Anders Breivik abriu fogo contra jovens e matou 77 pessoas em julho de 2011', '10/04/2012 | 9:14\n                    \n          \n          Atualizado\n                    9:22', 'Psiquiatras consideram autor de massacre na Noruega penalmente responsável', 'Um segundo painel de psiquiatras que analisou Anders Behring Breivik concluiu, nesta terça-feira, que', ', na Noruega, não sofre de psicose e, portanto, é penalmente responsável, reabrindo o debate sobre o destino do réu.', 'A nova avaliação é contraditória com os resultados de um primeiro exame psiquiátrico oficial, que no ano passado concluiu que Breivik sofria de ""esquizofrenia"" e, portanto, deveria ser enviado a um hospital psiquiátrico e não para uma prisão.', 'Ultradireitista fanático, Breivik detonou uma bomba diante de um prédio do governo em Oslo e pouco depois abriu fogo contra jovens social-democratas que participavam em uma reunião política na ilha de Utoya, matando 77 pessoas no total. O processo contra Breivik deve começar na próxima segunda-feira (16).', 'Brasil vive ""vácuo"" de profissionais capacitados para lidar com 5G e novas tecnologias']",24
2012,https://www.correiodopovo.com.br/arteagenda/morre-o-cartunista-moebius-o-artista-xam%C3%A3-1.87033,esquizofrenia,"['O artista, criador dos quadrinhos protagonizados pelo tenente ""Blueberry"", intrigou e fascinou pela assombrosa dualidade de sua arte, que alguns classificaram de esquizofrenia, inclusive falando de ""Doutor Giraud e Mister Moebius"".\xa0Foi ao assinar as ilustrações de uma série de revistas e livros de ficção científica, no final dos anos 60, que Giraud criou o pseudônimo Moebius, que pegou de um matemático alemão.']","['Arte do francês Jean Giraud  inspirou filmes como O quinto elemento, Alien e O segredo do Abismo', '10/03/2012 | 11:17\n                    \n          \n          Atualizado\n                    22:05', 'O cartunista francês Jean Giraud, que assinou suas obras sob o pseudônimo Moebius, morreu neste sábado em Paris, anunciou à AFP uma de suas colaboradoras.\xa0Jean Henri Gaston Giraud, que se inspirou para elaborar grande parte de sua obra nos xamãs e no deserto do México, tinha 74 anos.\xa0""Morreu nesta manhã após uma longa doença"", indicou uma amiga da família, que também trabalha na editora Moebius Production Jean Giraud.', 'O artista, criador dos quadrinhos protagonizados pelo tenente ""Blueberry"", intrigou e fascinou pela assombrosa dualidade de sua arte, que alguns classificaram de esquizofrenia, inclusive falando de ""Doutor Giraud e Mister Moebius"".\xa0Foi ao assinar as ilustrações de uma série de revistas e livros de ficção científica, no final dos anos 60, que Giraud criou o pseudônimo Moebius, que pegou de um matemático alemão.', 'A arte de Mobieus inspirou filmes como ""O quinto elemento"", de Luc Besson, ""Alien"", de Ridley Scott, e ""O segredo do Abismo"", de James Cameron.\xa0Também criou heróis mais realistas, assumindo o pseudônimo Gir.', 'Em uma entrevista concedida à AFP em ocasião de uma exposição na Fundação Cartier para a Arte Contemporânea, em outubro de 2010, o artista reafirmou que possuía uma ""dupla personalidade"", pelo menos no plano artístico.\xa0""Tenho dois pólos, dois gestos. Quando estou na pele de Moebius, tento fugir do meu \'eu\', desenho em estado de transe"", explicou.']",25
2013,https://www.correiodopovo.com.br/not%C3%ADcias/mundo/falso-int%C3%A9rprete-diz-ter-sofrido-ataque-de-esquizofrenia-1.132482,esquizofrenia,"['que atuou na cerimônia fúnebre em homenagem ao ex-presidente sul-africano Nelson\xa0Mandela negou nesta quinta-feira ser uma fraude, alegando ter sofrido um ataque de esquizofrenia e alucinações.\xa0Thamasanqa Jantjie foi acusado de ser uma fraude por membros da comunidade sul-africana de surdos, que afirmaram que sua tradução\xa0durante os discursos de Barack Obama e de outros líderes mundiais não passou de gestos com os braços.', 'Jantjie insistiu nesta quinta-feira que era um intérprete qualificado, mas justificou seu comportamento por um súbito ataque de esquizofrenia, doença pela qual ele toma remédios. ""Não havia nada que eu pudesse fazer. Eu estava sozinho em uma situação muito perigosa"", declarou ao jornal The Star, de Johannesburgo, acrescentando que estava ouvindo vozes.']","['Jantjie foi acusado de ser uma fraude por comunidade sul-africana de surdos', '12/12/2013 | 13:23\n                    \n          \n          Atualizado\n                    13:38', 'que atuou na cerimônia fúnebre em homenagem ao ex-presidente sul-africano Nelson\xa0Mandela negou nesta quinta-feira ser uma fraude, alegando ter sofrido um ataque de esquizofrenia e alucinações.\xa0Thamasanqa Jantjie foi acusado de ser uma fraude por membros da comunidade sul-africana de surdos, que afirmaram que sua tradução\xa0durante os discursos de Barack Obama e de outros líderes mundiais não passou de gestos com os braços.', 'Jantjie insistiu nesta quinta-feira que era um intérprete qualificado, mas justificou seu comportamento por um súbito ataque de esquizofrenia, doença pela qual ele toma remédios. ""Não havia nada que eu pudesse fazer. Eu estava sozinho em uma situação muito perigosa"", declarou ao jornal The Star, de Johannesburgo, acrescentando que estava ouvindo vozes.', '""Eu tentei me controlar e não mostrar ao mundo o que estava acontecendo. Sinto muito. É a situação na qual me encontrei"", acrescentou.\xa0Mas a justificativa de Jantjie aparentemente suscitou tantas perguntas quanto respostas.', 'Organizações de surdos da África do Sul criticaram a alegação de que era um problema isolado, afirmando que já haviam se queixado\xa0anteriormente ao governo sobre Jantjie.', 'Imagens mostraram o intérprete atuando em um discurso do presidente Jacob Zuma nas celebrações do aniversário de 100 anos do partido\xa0ANC, no poder, em 2012.', 'O governo sul-africano admitiu nesta quinta-feira ""que é possível que tenha ocorrido um erro a partir do momento\xa0em que outras pessoas não compreenderam o intérprete"", reconhecendo que Jantjie ""não era um intérprete de linguagem de sinais\xa0profissional"".', '""Mas eu não acho que ele tenha sido pego da rua"", declarou Hendrietta Bogopane-Zulu, vice-ministra para as mulheres, crianças e pessoas\xa0com deficiência, afirmando que ele pode ter tido problemas com o inglês ou poderia estar cansado.\xa0Bogopane-Zulu também admitiu que o governo não conseguiu rastrear a empresa na qual Jantjie trabalhou.\xa0""Nós falamos com eles buscando algumas respostas e eles desapareceram"", declarou.\xa0""Parece que eles estiveram enganandos o tempo todo"", disse.', 'Estas revelações também levantam questões sobre como Jantjie, que estava em certo momento a pouco mais de um braço de distância de Obama\xa0e do secretário-geral da ONU, Ban Ki-moon, foi examinado e recebeu autorização da segurança para entrar no local.', 'A Casa Branca direcionou todas as perguntas sobre o assunto ao governo sul-africano, mas declarou que seria lamentável se o incidente\xa0ofuscasse as ""observações muito poderosas"" de Obama na cerimônia.\xa0""Seria uma vergonha se uma distração sobre um indivíduo que estava no palco prejudicasse de alguma forma a importância do evento e a\xa0importância do legado do presidente Mandela"", afirmou o porta-voz adjunto Josh Earnest a jornalistas em Washington.', 'Perguntado sobre as razões pelas quais simplesmente não abandonou o palco, Jantjie disse que, dada a importância histórica do evento,\xa0ele se sentiu obrigado a ficar, mesmo que não conseguisse ouvir ou se concentrar adequadamente. ""A vida é injusta. Esta doença é injusta"", declarou.', '""Qualquer pessoa que não entenda esta doença vai pensar que eu estou inventando isso"", acrescentou.', 'A tradução feita por Jantjie apareceu em completo desacordo com a apresentada pela emissora pública SABC, que era mostrada em uma\xa0pequena janela nas telas da rede de televisão.', 'Brasil vive ""vácuo"" de profissionais capacitados para lidar com 5G e novas tecnologias']",26
2013,https://www.correiodopovo.com.br/not%C3%ADcias/mundo/falso-int%C3%A9rprete-de-sinais-afirma-que-sofreu-ataque-de-esquizofrenia-1.132451,esquizofrenia,"['de sinais que atuou na cerimônia fúnebre\xa0em homenagem ao ex-presidente sul africano Nelson Mandela afirmou que sofreu um ataque de esquizofrenia provocado pelo\xa0estresse.\xa0Thamasanqa Jantjie, que agitava as mãos durante vários discursos sem fazer qualquer sentido na linguagem de sinais, deu uma\xa0entrevista ao jornal The Star na qual afirmou sofrer de esquizofrenia e que teve um ataque no momento.']","['12/12/2013 | 6:57\n                    \n          \n          Atualizado\n                    7:06', 'de sinais que atuou na cerimônia fúnebre\xa0em homenagem ao ex-presidente sul africano Nelson Mandela afirmou que sofreu um ataque de esquizofrenia provocado pelo\xa0estresse.\xa0Thamasanqa Jantjie, que agitava as mãos durante vários discursos sem fazer qualquer sentido na linguagem de sinais, deu uma\xa0entrevista ao jornal The Star na qual afirmou sofrer de esquizofrenia e que teve um ataque no momento.', 'Ele disse que perdeu a concentração, começou a ouvir vozes e teve uma alucinação.\xa0""Não consegui fazer nada. Estava sozinho em uma situação muito perigosa. Tentei me controlar e não mostrar ao mundo o que\xa0acontecia. Sinto muito"", afirmou Jantijie, que declarou não ter conseguido abandonar a tribuna.', 'Cara Loening, diretora da organização Educação e Desenvolvimento da Linguagem de Sinais da Cidade do Cabo, afirmou que\xa0Jantjie era um completa fraude e parecia ""que tentava espantar as moscas perto de seu rosto"".\xa0O diretor da principal associação de surdos do país, Deaf SA, Bruno Druchen, afirmou ao canal eNCA que o partido governista\xa0ANC tinha informações sobre o suposto intérprete e que suas atuações ""medíocres"" já haviam sido apontadas.', 'Jantjie agitou as mãos sem sentido ao lado de vários oradores, como os netos de Nelson Mandela e o presidente dos Estados\xa0Unidos, Barack Obama.', 'Brasil vive ""vácuo"" de profissionais capacitados para lidar com 5G e novas tecnologias']",27
2013,https://www.correiodopovo.com.br/arteagenda/benicio-del-toro-retorna-a-cannes-com-filme-freudiano-1.117834,esquizofrenia,"['Dévereux curou Jimmy, um índio da tribo Blackfoot, das severas dores de cabeça que sofria, que não eram causadas pelos ferimentos sofridos na guerra nem por esquizofrenia, como se acreditava, mas por traumas de infância e juventude. ""Conhecer a situação dos índios americanos foi fundamental para entender meu personagem"", declarou o ator de origem porto-riquenha, que divide todo o peso do filme com Amalric.']","['18/05/2013 | 14:34\n                    \n          \n          Atualizado\n                    14:37', 'Benicio del Toro interpreta um índio americano que combateu na Segunda Guerra Mundial em ´´Jimmy P.´´', 'O ator Benicio del Toro interpreta um índio americano que combateu na Segunda Guerra Mundial em ""Jimmy P."", do francês Arnaud Despleschin, um filme com tema freudiano exibido neste sábado em Cannes, onde disputa a Palma de Ouro. O filme é baseado no livro ""Psicoterapia de um índio das planícies"", que relata os diálogos entre James Picard (Del Toro) e o antropólogo e psicanalista francês Georges Dévereux, interpretado por Mathieu Amalric, na famosa clínica Menninger de Topeka, Kansas, em 1948.', 'Dévereux curou Jimmy, um índio da tribo Blackfoot, das severas dores de cabeça que sofria, que não eram causadas pelos ferimentos sofridos na guerra nem por esquizofrenia, como se acreditava, mas por traumas de infância e juventude. ""Conhecer a situação dos índios americanos foi fundamental para entender meu personagem"", declarou o ator de origem porto-riquenha, que divide todo o peso do filme com Amalric.', 'Del Toro, de 46 anos e foi premiado em Cannes em 2008 pelo papel de Ché Guevara no filme ""Che"", de Steven Soderbergh, explicou que quando Desplechin enviou o roteiro, o que mais chamou sua atenção foi a originalidade do tema. ""Leio muitos roteiros e este me impactou por sua originalidade"", afirmou Del Toro em uma entrevista coletiva em Cannes após a exibição do filme à imprensa, que o aplaudiu, mas sem o entusiasmo quase unânime provocado na véspera pelo filme ""Le passé"", do iraniano Asghar Fahradi.', 'O ator destacou que o que mais o interessou no trabalho, para o qual estudou a fala e o sotaque dos índios da tribo, foi ""o encontro de dois seres humanos"". Despleschin concordou que o longa-metragem fala do ""encontro entre dois homens e da amizade que surge entre eles, o que está no coração da história"".', 'Apesar do cineasta francês, de 53 anos, demonstrar grande habilidade ao traduzir para linguagem cinematográfica o interessante caso psicanalítico, e das grandes interpretações de Del Toro e Amalric, o tema de ""Jimmy P."" é extremamente árido. No ano passado, um filme sobre Sigmund Freud exibido em uma das mostras do Festival de Cannes saiu do evento sem prêmios e foi um fracasso nas bilheterias.']",28
2013,https://www.correiodopovo.com.br/blogs/maispreza/embaixo-da-ponte-6-1.288894,esquizofrenia,"['E enquanto estão rolando as propagandas, os bares diminuem o som da TV e colocam músicas de DJ, o que acarreta uma espécie de esquizofrenia sonora dada a quantidade de pausas que rolam durante esse jogo. Mas ninguém parece se importar, provavelmente por causa do costume. É muito diferente de um jogo de basquete, por exemplo, onde as pessoas chegam, assistem o jogo torcendo, e depois vão embora.']","['É difícil escrever uma coluna descontraída e pra cima, contando sobre as coisas legais que estão acontecendo em NY pra pessoas de vintepoucos, tendo na cabeça o incêndio de Santa Maria. A relação é pessoal demais e faz muito pouco tempo que aconteceu. Mesmo estando longe, não há como deixar de lado esse fato quando se senta pra escrever.', 'O acidente foi manchete de capa na maioria dos jornais daqui na segunda-feira: New York Times, Washington Post e até o Metro, condensado do jeito que é, deu uma página inteira pra Santa Maria. As pessoas que sabiam que sou brasileiro vieram todas me perguntar o que tinha acontecido, os detalhes da situação. Muito menos por curiosidade mórbida, creio, do que por sensibilidade universal.', 'Acabei me tornando uma espécie de porta-voz da tragédia, mas também um canal pra que as pessoas pudessem expressar seus sentimentos de solidariedade. Ou seja, eventualmente recebo abraços, ouço reclames indignados a respeito de segurança e descaso dos órgãos responsáveis, fico sabendo dos detalhes de tragédias semelhantes e o que foi feito para resolvê-las, como o incêndio em Buenos Aires em 2004 (um cara que mora comigo estava lá na época) ou da LoveParade na Alemanha em 2010 - até mesmo do furacão Sandy, aqui em NY.', 'Acima de tudo, entretanto, o que mais impressiona é a vontade de todos com quem falei sobre Santa Maria (e acreditem, todos aqui sabem do que aconteceu) de se manifestar sobre qualquer coisa que possa deixá-los um pouco mais próximos do ocorrido. Através dessa coluna, então, repasso os sentimentos de NY pro pessoal de Santa Maria; era preciso compartilhar.', '""Man, Lincoln used to drink there!"". Essa foi a mensagem que recebi no meu celular quando convidei um amigo para ir tomar umas cervejas nesse legítimo pub nova-iorquino, em pleno Lower East Side. Na parte de trás do cardápio - que só possui duas opções: cerveja clara ou escura - está impresso um artigo da Harper""s saudando a longevidade do lugar, exaltando como o McSorley""s é um patrimônio da humanidade que jamais deveria ser modificado.', 'Um pequeno detalhe: tal artigo foi escrito em 1913. Naquela época, o bar só aceitava HOMENS que não estivessem bêbados. Nos anos 60, no auge do movimento de liberação feminina, um dos grandes EVENTOS aqui em NY foi a primeira vez que mulheres entraram no bar. Retrógrado e conservador, eu sei; mas foi simbólico e, pelas fotos que estampam as paredes do lugar, parece ter sido uma baita festa. Se há um bar que eu recomendo, tanto pelo preço, pela comida e pelo ambiente, é o McSorley""s. Mesmo que se passe três dias em NY, escutem o que digo: é a maior torção espaço-temporal que um bar pode proporcionar. E o melhor de tudo: a recomendação veio da minha sogra. Grande pessoa.', 'Já que entramos nos meandros barísticos, não poderia deixar de ter uma experiência verdadeiramente americana no meu tempo aqui: ir num Sport""s Bar assistir a um jogo da NFL. Isso é uma tradição que fica meio deslocada aqui em NY, pois o pessoal não é muito das DIVERSÕES ALIENANTES DA SOCIEDADE; mesmo assim, é possível encontrar lugares para exercer a cega paixão esportiva.', 'Não que seja fácil, pois essa cidade tem um truque de se esconder quando é necessitada. Se você está com fome e não tem um lugar específico onde ir, só encontrará restaurantes caros ou duvidosos. Se você precisa comprar um guarda-chuva, não haverá nenhum ambulante perto de você. Se você quer apenas sentar no bar para assistir os Patriots contra os Ravens, provavelmente os bares que encontrará estarão ou vazios, ou sem televisão.', 'Maior dica que posso dar sobre NY é: se programe antes de sair de casa; essa cidade pode ser cruel para os perdidos. Mas deixando isso de lado, tendo encontrado meu bar (35 televisões, jarras e mais jarras de cerveja, JERSEY""S de todos os tipos, mesmo de times que nem estavam jogando), tentei apreender todo o ambiente. Futebol americano é um esporte de lances espetaculares, em sua maioria: lançamento, agarrada, corrida e porrada (o chute é um bônus, mas ninguém dá muita bola). Ou seja, enquanto não estão rolando esses lances, o pessoal fica meio disperso, conversando sobre vários outros assuntos. Óbvio que tem os aficionados, que não tiram os olhos da televisão nem durante as centenas e centenas (e centenas) de propagandas que preenchem os ""tempos mortos"" da transmissão.', 'E enquanto estão rolando as propagandas, os bares diminuem o som da TV e colocam músicas de DJ, o que acarreta uma espécie de esquizofrenia sonora dada a quantidade de pausas que rolam durante esse jogo. Mas ninguém parece se importar, provavelmente por causa do costume. É muito diferente de um jogo de basquete, por exemplo, onde as pessoas chegam, assistem o jogo torcendo, e depois vão embora.', 'O Sunday Night Football, me parece, é mais uma grande desculpa para passar o dia todo no bar. Sim, é o dia todo. Não importa se você é torcedor ou está apenas procurando um lugar para passar o tempo, a tradição manda que em domingos de jogos o único destino possível é o bar mais próximo. E, para completar a seção ESPORTIVA da coluna, preciso dizer que enquanto o Grêmio estará jogando pela sua vida contra a LDU, estarei na COURTSIDE do jogo entre Brooklyn Nets e Miami Heat, com ingressos que me foram agraciados pelo bom coração do povo nova-iorquino.']",29
